Name,Sector,Circuit Type,Executive Agency,Line Length (cKM),Month Of Completion,Year Of Completion (FY),matched_districts,matched_areas,matched_district_count,matched_area_count,endpoint0_district,endpoint1_district,area0,area1,is_tantransco,capacity_available,capacity_mw,capacity_note
LILO of Raigarh - Budipadar line at Raigarh (PG),State,D/C,CSPTCL,18.0,AUG-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Kangasiyali - Nyara at Hadala,State,D/C,GETCO,33.0,AUG-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of one ckt Halvad - Morbi line to Bhimasar (PG) at Charadava S/S,State,D/C,GETCO,2.0,AUG-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Sikka - Moti Paneli line,State,D/C,GETCO,157.0,AUG-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Chinchwad - Phursungi at Kondhwa,State,D/C,MSETCL,1.0,AUG-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Mhaisal - Jath at  Mendhegiri S/S (Ckt-I),State,D/C,MSETCL,20.0,AUG-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Nanded - Waghala,State,D/C,MSETCL,30.0,AUG-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Mukatsar - Abohar,State,D/C,PSTCL,87.0,AUG-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Kotputli (PG) - Bansur,State,D/C,RVPNL,84.0,AUG-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of KTPS - Sanganer line at Vatika,State,D/C,RVPNL,11.0,AUG-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Korattur - Koyambedu at Alamathy,State,D/C,TANTRANSCO,6.0,AUG-15,2015-16,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Manali - Basin Bridge (BBGTP) at Vyasarpadi,State,D/C,TANTRANSCO,1.0,AUG-15,2015-16,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Thimmapuram- Yellanur,State,D/C,APTRANSCO,8.0,SEP-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Gurgaon Sector 72 - Nuh - Rangla Raipur (Ckt-I & II),State,D/C,HVPNL,146.0,SEP-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Sawangi - Bhokardhan,State,D/C,MSETCL,134.0,SEP-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Debari - Salumber (2nd Ckt),State,D/C,RVPNL,64.0,SEP-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Korattur - Koyambedu at Alamathy (Balance Portion),State,D/C,TANTRANSCO,23.0,SEP-15,2015-16,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
220 kV LOC 49 of Roza-Hardoi to 220 Shahjehanpur,State,D/C,UPPTCL,20.0,SEP-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Harduaganj- Khair (Aligarh) line at Boner,State,D/C,UPPTCL,6.0,SEP-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of khurja-NAPP-I line at Debai,State,D/C,UPPTCL,1.0,SEP-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Amreli - Sukhpar line,State,D/C,GETCO,80.0,OCT-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Chharodi - Ford line,State,D/C,GETCO,38.0,OCT-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO on one ckt of Jamanwada - Varsana line at Ukheda S/s,State,D/C,GETCO,10.0,OCT-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Varsana - Jamanwada line,State,D/C,GETCO,348.0,OCT-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Ghatodi - Hingoli line,State,S/C,MSETCL,86.0,OCT-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Khanapur length tap to Vita - Lamboti line,State,D/C,MSETCL,47.0,OCT-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Jalore - Sayla,State,S/C,RVPNL,54.0,OCT-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Neemrana-(PG)-Behror,State,D/C,RVPNL,54.0,OCT-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Tehandesar(proposed)-Badnu,State,S/C,RVPNL,32.0,OCT-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Alamathy - CMRL Koyembedu at Thiruverkkadu,State,D/C,TANTRANSCO,9.0,OCT-15,2015-16,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Kharagpur - Vidyasagar Park,State,D/C,WBSETCL,92.0,OCT-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Appannadorapalem - Bobbili (Ckt-I),State,D/C,APTRANSCO,84.0,NOV-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Chhuri - Mopka (Bilaspur),State,D/C,CSPTCL,189.0,NOV-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Bhadreshwar - Varsana line,State,D/C,GETCO,104.0,NOV-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Varsana - Mokha,State,D/C,GETCO,109.0,NOV-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Sawangi - Bhokardan at Phulambri,State,D/C,MSETCL,11.0,NOV-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
New Bhusawal - Chalisgaon,State,D/C,MSETCL,258.0,NOV-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Hindaun -Chonkarwada,State,D/C,RVPNL,72.0,NOV-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Alwar -Kotputli at Bansur,State,D/C,RVPNL,2.0,NOV-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Sanganer-Chaksu (Upgradation),State,D/C,RVPNL,66.0,NOV-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Badaun - Sambhal,State,S/C,UPPTCL,86.0,NOV-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Gokarna - Krishnanagar,State,D/C,WBSETCL,210.0,NOV-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of existing Kalikiri - C.K.Palli at Thimmapuram S/S,State,D/C,APTRANSCO,2.0,DEC-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
A5(Faridabad) - A4(Faridabad) (Ckt-II),State,D/C,HVPNL,8.0,DEC-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of one ckt Badshahpur - Mau - Bhiwadi at HSIIDC Bawal,State,D/C,HVPNL,39.0,DEC-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Bagalkot - Gadag,State,D/C,KPTCL,193.0,DEC-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Arasikere -Kanthenahalli at Arasikere S/S,State,D/C,KPTCL,8.0,DEC-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Hubli - Lingapur 2nd Ckt at Gadag,State,D/C on M/C,KPTCL,15.0,DEC-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Peenya - Hoody at Chikkabettahalli,State,M/C,KPTCL,11.0,DEC-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Hinjewadi -II (400 kV) - Hinjewadi-II (220 kV) S/S,State,D/C,MSETCL,8.0,DEC-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Amravati - Badnera line at Nandgaon Peth.,State,D/C,MSETCL,62.0,DEC-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Goindwal Sahib - Chola Sahib,State,D/C,PSTCL,55.0,DEC-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Nagaur -Merta at Kuchera,State,D/C,RVPNL,17.0,DEC-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
MTPS  Stage-III - Thingalur,State,S/C,TANTRANSCO,92.0,DEC-15,2015-16,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of 220 kV of Shamshabad - Firozabad at Agra (400 kV),State,D/C,UPPTCL,6.0,DEC-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Sarnath (400) - Azamgarh at Harhua,State,S/C,UPPTCL,42.0,DEC-15,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of both ckt of Balipara (PG) Samaguri at Sonabil,State,2xD/C,AEGCL,6.0,JAN-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Namrup - Mariani,State,S/C,AEGCL,145.0,JAN-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Kasor - Herang line,State,D/C,GETCO,39.0,JAN-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Chikkodi-Kudachi,State,D/C,KPTCL,70.0,JAN-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Kapnoor - Humnabad line,State,D/C,KPTCL,106.0,JAN-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of 220 kV Lonikand - Kathapur line at Lonikand-II,State,D/C,MSETCL,2.0,JAN-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of RSS - Warangal at Manthani,State,D/C,TSTRANSCO,60.0,JAN-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Sultanpur - Phoolpur at Pratapgarh,State,D/C,UPPTCL,46.0,JAN-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Pulivendula-Hindupur,State,D/C,APTRANSCO,250.0,FEB-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Peeragarhi-Wazirpur U/G 1000 mm, 200 MW",State,D/C,DTL,17.0,FEB-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Narendrapur - Mendhasal at Attri (Old Karadagadia),State,D/C,OPTCL,5.0,FEB-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Teesta LDP - IV - New Jalpaiguri (NJP),State,D/C,WBSETCL,145.0,FEB-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Balia - Varanasi,Central,S/C,PGCIL,165.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Gaya - Fatehpur at Varanasi line,Central,S/C,PGCIL,7.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Ext. of one ckt Biharshariff - Sasaram at Varanasi (Q),Central,D/C,PGCIL,251.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Kishanganj - Patna line (Quad),Central,D/C,PGCIL,692.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of  Meerut - Kaithal at Bagpat (Ckt-I),Central,D/C,PGCIL,61.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Sasaram - Allabhadad at Varanasi (Q),Central,D/C,PGCIL,24.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Siliguri (Existing) - Purnea at Kishanganj,Central,D/C,PGCIL,16.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
NCC gen Sw Yd. - Nellore PS line (Q),Central,D/C,PGCIL,66.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO  of VTS - Malkaram (Ckt-I) at Suryapet,State,D/C,TSTRANSCO,7.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Anpara B-Anpara D (Ckt-I),State,D/C,UPPTCL,5.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Siliguri - Dalkhola line at New Pooling Station Kishanganj,Central,D/C,PGCIL,36.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Kanti - Gopalganj (2nd Ckt.),State,S/C,BSEB,101.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Chaibasa - Chaibasa line,State,D/C,JSEB,1.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Varahi -Khemar- Kavoor in the existing 110 kV corridor(balance portion),State,D/C on M/C,KPTCL,245.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of  One ckt of Bina - Guna at Ashoknagar,State,S/C,MPPTCL,8.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Bhigwan - Walchandnagar,State,D/C,MSETCL,54.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Bridgestone-II - Chakan-II,State,D/C,MSETCL,10.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Diversion of Bhusawal - Chalisgaon along with existing Bhusawal - Chalisgaon line,State,D/C,MSETCL,1.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Koradi TPS-New Khaparhkeda,State,D/C,MSETCL,28.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Kumbhargaon - Waghala,State,D/C,MSETCL,31.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Beed - Patoda at Manjarsumbha,State,D/C,MSETCL,9.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Chitegaon - Shendra at Chitepimpalgaon (PG),State,D/C,MSETCL,2.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Kanhan - Bhandara at M/s Ultratech cement,State,D/C,MSETCL,1.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of One Ckt of  Kolhapur - Sawantwadi at Mudhaltitta (Bidri),State,D/C,MSETCL,13.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Vita - Pandharpur at Bhalwani,State,D/C,MSETCL,26.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Lamboti - Tuljapur,State,D/C,MSETCL,77.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Lonikand-I - Lonikand -II,State,D/C,MSETCL,3.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Nanded - Bhokar,State,D/C,MSETCL,74.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Balchak - Naraingarh,State,D/C,PSTCL,33.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Heerapura - Babai at Niwana,State,D/C,RVPNL,1.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Renwal -Danta Ramgarh,State,S/C,RVPNL,33.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Avadi-Ayappakkam line,State,S/C,TANTRANSCO,3.0,MAR-16,2015-16,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Arasur (PG) - Karamadai at Karuvalur,State,D/C,TANTRANSCO,1.0,MAR-16,2015-16,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of K.R. Thoppur - Ingur at Thingalur,State,D/C,TANTRANSCO,44.0,MAR-16,2015-16,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Gajokhar-Jaunpur,State,S/C on D/C,UPPTCL,37.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Harduagani - Hathras at Aligarh,State,D/C,UPPTCL,43.0,MAR-16,2015-16,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
